Sr.No,District,Disaster Type,Disaster Date,Section,Gram Panchayat,Asset Category,Name of the Road,Total Length of Road (in Km),Road Category,Road Types (materials),Road Type Material (other),RD/Location name,Length of Totally Damaged Roads (in meters),Length of Severely Damaged Roads (in meters),Length of Minor Damaged Roads (in Meters),Retaining Wall Damaged,Length of Retaining Wall Damaged (in meters),Breast Wall Damaged,Length of Breast Wall Damaged (in meters),Severity of Hume Pipe Damage,Number of Hume Pipes Damaged,Severity of Slab / Box Culvert Damage,Number of Slab / Box Culvert Damage,Severeity of Causeway Damage,Number of Causeway  Damaged,Roadside Drainage Damaged,Length of Roadside Drainage Damaged (in meters),Estimated Amount (in Lakhs),Remarks,Latitude,Longitude,,,
5243,Kangra,Excessive Rain,14-09-2025,Radh(Baroh sub-division),Sakot ,Roads,Dehra Arla Gabla Andrar ,4.5,Village Road,Black Top,,1/375 to 1/400,,25,0,,,,,,,,,,,Minor Damage,20,2,Required patch work ,32.085553,76.356198,Self Visit,,
5244,Kangra,Excessive Rain,25-08-2025,Thural-i at thural(Thural sub-division),BAIRGHATTA,Roads,TIKKAR Balhbhurian road via kandera liora,4,Village Road,Black Top,,3/00 to 4/000,,,80,,,,,,,,,,,,,0.5,,31.881871,76.492912,Self Visit,,
5245,Kangra,Landslide,21-07-2025,Bangolu da ghatta(Thural sub-division),KONA,Roads,Kona to Lower Kona,1,Village Road,Black Top,,0/370 to 0/390,,,,Totally Damaged,20,,,,,,,,,,,4,,31.901457,76.455997,Self Visit,,
5246,Kangra,Excessive Rain,05-08-2025,Radh(Baroh sub-division),amtrar,Roads,Aar Ustehar Nougaza Bedha Banjar  road ,2,Village Road,Black Top,,0/325  to 0/425.,,100,0,,,,,,,,,,,Minor Damage,40,4.5,Required patch work & Removal of slip,32.076402,76.337534,Self Visit,,
5247,Kangra,Excessive Rain,05-08-2025,Radh(Baroh sub-division),Jhikli Khoti ,Roads,Radh Haldwari  road,4.3,Village Road,Black Top,, 0/235  to 0/285.,,50,0,,,,,,,,,,,,,2.5,Required patch work,32.076491,76.346142,Self Visit,,
5248,Kangra,Excessive Rain,17-09-2025,Radh(Baroh sub-division),Barana,Roads,Barana mariyari road,8,Village Road,Black Top,,4/355 to 4/370,,15,0,,,,,,,,,,,Severely Damaged,,1.5,Required BT surface & removal of slip,32.062508,76.358147,Self Visit,,
5249,Kangra,Excessive Rain,18-08-2025,Dhameta-iii/ khatiar rey(Sub-division dhameta),Tatwali,Roads,Link road to Village Dariyari,1.1,Village Road,Black Top,,0.100,400,50,250,,,,,,,,,,,Minor Damage,150,10.15,Road crust damaged,32.011756,75.835725,Self Visit,,
5250,Kangra,Excessive Rain,06-08-2025,Radh(Baroh sub-division),Jhikli Khoti ,Roads,Samloti  Sarotari  road,4.6,Village Road,Black Top,,2/300 to 2/500,,200,0,,,,,,,,,,,,,5,Removal of slip & Required patch work,32.084109,76.349349,Self Visit,,
5251,Kangra,Landslide,02-07-2025,Bangolu da ghatta(Thural sub-division),KONA,Roads,Bhagolu Da Ghatta to Umri via Mohrian,2.5,Village Road,Black Top,,0/100 to 0/115,,,,Totally Damaged,15,,,,,,,,,,,3,,31.892053,76.452076,Self Visit,,
5252,Kangra,Landslide,25-08-2025,Thural-i at thural(Thural sub-division),SANHOON,Roads,Ext. Daroh Garh Jamula up to bairghatta road KM 4/00 to 11/00,7,Village Road,Black Top,,"4/800,5/695,7/195",,5,45,,,,,,,,,,,,,0.5,,31.922266,76.482586,Recieved from Others,Rakesh ,9625001031
5253,Kangra,Excessive Rain,02-08-2025,Bangolu da ghatta(Thural sub-division),KONA,Roads,Bhagolu Da Ghatta to Umri via Mohrian,2.5,Village Road,Black Top,,0/0 to 1/250,,,1250,,,,,,,,,,,,,5,,31.890503,76.44875,Self Visit,,
5254,Kangra,Excessive Rain,06-08-2025,Radh(Baroh sub-division),Palahchaklu,Roads,Chhughera Gratiya road,4.6,Village Road,Black Top,,0/00 to 0/300 ,,300,0,,,,,,,,,,,,,3,Required patch work,32.05423,76.344849,Self Visit,,
5255,Kangra,Landslide,28-07-2025,Baldher(Nagrota sub-division),PATIYALKAR SERATHANA TANGROTI AND ROUNKHAR,Roads,YOL TO 53 MILE ,10.3,Village Road,Black Top,,5.850 TO 6.000,100,100,100,,,,,,,,,,,Severely Damaged,450,4,"ROAD CRUST, SLIP AND DRAIN DAMAGED",32.159396,76.379257,Self Visit,,
5256,Kangra,Excessive Rain,25-06-2025,Kandi(Baroh sub-division),Khawa,Roads,Kandi Rihri Luhna Har road,7,Village Road,Black Top,,at  RD  1/735.  ,,100,0,Additional R/Wall Required,20,,,,,,,,,,,2,R/Wall  require & Road crushed   ,31.989388,75,Self Visit,,
5257,Kangra,Excessive Rain,16-08-2025,Radh(Baroh sub-division),luhna,Roads,Luhna to Baroh   road ,3.5,Village Road,Black Top,,"3/335 to 3/355,",,25,0,Additional R/Wall Required,10,,,,,,,,,,,3, R/Wall Required,32.082771,76.348832,Self Visit,,
5258,Kangra,Landslide,02-07-2025,Bangolu da ghatta(Thural sub-division),Duhak,Roads,Duhak Dehrian Rana Basti to Duhak Lahar,1.3,Village Road,Black Top,,0/260 to 0/275,,,,Totally Damaged,15,,,,,,,,,,,4,,31.888705,76.459157,Self Visit,,
5259,Kangra,Excessive Rain,25-08-2025,Thural-i at thural(Thural sub-division),SANHOON,Roads,BAIRGHATTA TO SANHOON ROAD KM 0/00 TO 7/00,7,Village Road,Black Top,,5/100 to 6/00,,,,,,,,,,,,,,Totally Damaged,130,2.7,,31.925356,76.490618,Self Visit,,
5260,Kangra,Excessive Rain,14-08-2025,Radh(Baroh sub-division),jalot,Roads," Jalot, Hardu, Mangrella road. ",3,Village Road,Black Top,,3/00 to 4/00,100,1000,0,Additional R/Wall Required,15,,,,,,,,,,,5,Removal of slip & R/Wall Required,32.05419,76.34561,Self Visit,,
5261,Kangra,Excessive Rain,26-08-2025,Thural-i at thural(Thural sub-division),BAIRGHATTA,Roads,TIKKAR Balhbhurian road via kandera liora,4,Village Road,Black Top,,3/060,,,69,,,,,,,,,,,,,0.3,,31.890221,76.49651,Self Visit,,
5262,Kangra,Excessive Rain,02-09-2025,Daroh garh at kedsra(Bhawarna sub-division),,Roads,Ghar Boun Samaba Haldra Kona Sanhoon Road,5,Village Road,Black Top,,Km 1/0 to 5/0,,2500,1500,,,,,,,,,,,,,25,,31.5724,76.2937,Self Visit,,
5263,Kangra,Excessive Rain,11-09-2025,Khera-i at bhawarna(Bhawarna sub-division),Ramehar,Roads,HSTM road to Link Road to village Gadiara ,1,Village Road,Black Top,,Pot holes at various locations at 0/0 to 1/00 drains blocked at various Rds 0.200 to 1.00 and r/wall damages at rd 0/790 to 0/800,,450,200,Totally Damaged,10,,,,,,,,,Totally Damaged,350,5.5,,32.0508712,76.5070262,Self Visit,,
5264,Kangra,Excessive Rain,23-08-2025,Radh(Baroh sub-division),USTEHAR,Roads,Radh to Panjlehar road,1.5,Village Road,Black Top,,0/400 to 0/910,100,500,0,,,,,,,,,,,,,8.25,Required Bitumen Surface,32.077283,76.344058,Self Visit,,
5265,Kangra,Excessive Rain,23-08-2025,Radh(Baroh sub-division),USTEHAR,Roads,Radh to Panjlehar road,1.5,Village Road,Black Top,,0/400 to 0/910,,500,0,,,,,,,,,,,,,8.25,Required Bitumen Surface,32.077283,76.344058,Self Visit,,
5266,Kangra,Excessive Rain,06-08-2025,Sullah(Dheera sub-division),Rada,Roads,Link road from Boda to Rara via Harizan Basti,1.5,Village Road,Water Bound Macadem,,0/500 to 1/500,,1000,,,,,,,,,,,,,,10,"Surface crust , Sub base wash out",32.027433,76.465702,Self Visit,,
5267,Kangra,Excessive Rain,17-08-2025,Sullah(Dheera sub-division),Sihotu,Roads,Link road to Village Rakkar,1,Village Road,Black Top,,0/200 to 1/000,800,,,,,,,,,,,,,,,20,"Road wahsed out , and major pot hole",32.01344,76.45682,Self Visit,,
5268,Kangra,Landslide,15-08-2025,Pihri(Sub-division khundian),,Roads,Link road to village Phiyar,4,Village Road,Earthen Road,,0/000 - 4/000,4000,2500,1500,,,,,Severely Damaged,2,,,,,Totally Damaged,175,25,,31.860537,76.42987,Recieved from Others,Gaurav Rana ,7018594622
5269,Kangra,Landslide,28-07-2025,Baldher(Nagrota sub-division),DHALOON,Roads,RAMEHAR TANGROTI DHALOON ROAD KM 3/00 TO 5/500,2.5,Village Road,Black Top,,5.150,200,,100,,,,,,,,,,,Totally Damaged,450,7.5,SLIP ROAD CRUST AND B/WALL REQUIRED,32.154558,76.3679,Self Visit,,
5270,Kangra,Excessive Rain,01-07-2025,Khera-i at bhawarna(Bhawarna sub-division),Bari malnu,Roads,Dehan Aarth Malag road,10,Village Road,Black Top,,"	 Road crust damaged at rd 2/650 to 2/695 ,5/990 to 6/660,6/450 to 6/510,9/250 to 9/350 ,r/wall damaged at rd 6/000 to 6/015,drain blocking at rd 5/850 to 6/150,slips at Rds 9/890 to 9/920,PAVER BLOCK DAMAGED AT RD 0/000 TO 0/020",,1500,1800,Totally Damaged,15,,,,,,,,,Totally Damaged,750,16.5,"	 Road crust damaged at rd 2/650 to 2/695 ,5/990 to 6/660,6/450 to 6/510,9/250 to 9/350 ,r/wall damaged at rd 6/000 to 6/015,drain blocking at rd 5/850 to 6/150,slips at Rds 9/890 to 9/920,PAVER BLOCK DAMAGED AT RD 0/000 TO 0/020",32.031271,76.502819,Self Visit,,
5271,Kangra,Landslide,25-08-2025,Khera-i at bhawarna(Bhawarna sub-division),Malnu,Roads,Bhawarna Khera Alampur road ,6,Village Road,Black Top,,"Slips between at various RDs i.e ,1/010 to 1/023,2/450 to 2/470,2/805 to 2/825 , 3/505 to 3/525,3/755 to 3/790,3/905 to 3/935,4/100 to 4/135,4/360 to 4/370,4/550 to 4/565,4/750 to 4/780,4/825 to 4/845,5/100 to 5/125,5/525 to 5/540 with blocking of drain 1/020 to 1/650,2/450 to 3/000 ,3/00 to 3/600,4/00 to 4/650,5/300 to 5/650 road crust damage at various km 2/00 to 5/000",,650,450,Totally Damaged,50,Totally Damaged,25,,,,,,,,,15,,32.036983,76.516004,Self Visit,,
5272,Kangra,Landslide,29-06-2025,Khera-i at bhawarna(Bhawarna sub-division),Malnu,Roads,Malag to malahu,2.11,Village Road,Black Top,,"	 Land Slide Slips & Drain Blocked in between Rd 0/300 to 0/355, 0/370 to 0/385, 0/480 to 0/500, 0/660 to 0/670.",,,50,,,,,,,,,,,Totally Damaged,150,12,"	 Land Slide Slips & Drain Blocked in between Rd 0/300 to 0/355, 0/370 to 0/385, 0/480 to 0/500, 0/660 to 0/670.",32.014605,76.506207,Self Visit,,
5273,Kangra,Excessive Rain,01-07-2025,Khera-i at bhawarna(Bhawarna sub-division),Dehan,Roads,Maranda Dehan punner road,4,Village Road,Black Top,,"paver block damaged at rd 1/520 to 1/580,1.00 M SLAB CULVERT BLOCKED AT RD 1/550.DRAIN BLOCKED AT RD 2/750 TO 3/250  slips at various rd 2/570 to 2/595 ,3/050 TO 3/085,3/250 TO 3/270,3/610 TO 3/625crust damaged at rd 3/550 to 3/600",,300,500,,,,,,,Minor Damaged,1,,,Minor Damage,,15,"paver block damaged at rd 1/520 to 1/580,1.00 M SLAB CULVERT BLOCKED AT RD 1/550.DRAIN BLOCKED AT RD 2/750 TO 3/250  slips at various rd 2/570 to 2/595 ,3/050 TO 3/085,3/250 TO 3/270,3/610 TO 3/625crust damaged at rd 3/550 to 3/600",32.0696619,76.5115983,Self Visit,,
5274,Kangra,Landslide,20-08-2025,Massal(Nagrota sub-division),MASSAL,Roads,NAGROTA MASSAL RAJHOON ROAD,8,Village Road,Black Top,,0.000 TO 5.55O,150,100,150,,,,,,,,,,,,,5,,32.110031,76.386536,Self Visit,,
5275,Kangra,Excessive Rain,17-08-2025,Sullah(Dheera sub-division),Henza and Garla Dei,Roads,Henza to Bhawarna Via Garla Dei ,4.5,Village Road,Water Bound Macadem,,0/000 to 4/00,,4000,,Severely Damaged,45,Severely Damaged,20,,,,,,,Severely Damaged,,50,"Road crust , Sub base washed out & Drain damage ",32.042482,76.479008,Self Visit,,
5276,Kangra,Excessive Rain,04-08-2025,Sullah(Dheera sub-division),Sullah,Roads,Link road to Panihari Basti,1,Village Road,Black Top,,0/000 to 1/000,,,1000,,,,,,,,,,,,,21,Surface crust 0/000 to 1/000,32.070315,76.476158,Self Visit,,
5277,Kangra,Landslide,08-07-2025,Baldher(Nagrota sub-division),JASOR AND BALDHAR,Roads,BALDHAR TO JASSOUR ROAD,4,Village Road,Black Top,,1.600,150,100,100,,,,,,,,,,,Severely Damaged,350,2.5,SLIP ROAD CRUST DAMAGED,32.106017,76.352509,Self Visit,,
5278,Kangra,Landslide,05-07-2025,Baldher(Nagrota sub-division),SERATHANA AND TANGROTI,Roads,YOL TO 53 MILE ,10.5,Village Road,Black Top,,5.850 TO 6.100,250,100,100,,,,,,,,,,,Severely Damaged,250,4.5,SLIP ROAD CRUST DAMAGED,32.129239,76.354643,Self Visit,,
5279,Kangra,Landslide,06-10-2025,Boh(Darini sub division),Rirkmar ,Roads,Rirkmar to Ghatarda Road ,3.5,Village Road,Black Top,,2.580,,,,Totally Damaged,30,,,,,,,,,,,15,,32.290897,76.176116,Self Visit,,
5280,Kangra,Excessive Rain,16-08-2025,Lagru(Sub-division khundian),Lagru,Roads,Lagru to Talli Road,2.045,Village Road,Black Top,,0.750,,100,,,,,,,,,,,,Severely Damaged,100,1,,31.94903519,76.30964072,Recieved from Others,MTW,8894090516
5281,Kangra,Landslide,11-07-2025,Massal(Nagrota sub-division),MASSAL,Roads,NAGROTA MASSAL RAJHOON ROAD,8,Village Road,Black Top,,6/500 to 6/550,50,50,50,,,,,,,,,,,,,150000,,32.074223,76.400603,Self Visit,,
5282,Kangra,Excessive Rain,01-09-2025,Thural-i at thural(Thural sub-division),SANHOON,Roads,Bairghatta to sanhoon road Km 0/00 to 7/00,7,Village Road,Black Top,,3/500 TO 3/750,,,,,,,,,,,,,,Totally Damaged,190,2,,31.922902,76.488639,Self Visit,,
5283,Kangra,Landslide,27-08-2025,Khundian(Sub-division khundian),ALUHA,Roads,ALUHA TO JASEHAR ROAD ,3.27,Village Road,Black Top,,2/240 TO 2/270,30,30,0,Totally Damaged,30,,,,,,,,,Minor Damage,30,6.75,rwall washed away,31.873884,76357931,Self Visit,,
5284,Kangra,Excessive Rain,25-08-2025,Dhameta-iii/ khatiar rey(Sub-division dhameta),Rey ,Roads,Bharwain Chintpurni Kandrori Damtal road MDR 42,18.5,Major District Road,Black Top,,52.090,120,465,355,Minor Damage,20,Minor Damage,40,Totally Damaged,1,Severely Damaged,1,Totally Damaged,2,Minor Damage,375,5.2,Road Crust damaged,31.997647,75.843024,Self Visit,,
5285,Kangra,Landslide,01-07-2025,Baldher(Nagrota sub-division),KALED AND ROUNKHAR,Roads,PATIYALKAR KALED ROAD,3.5,Village Road,Black Top,,0.600 ,100,,100,,,,,,,,,,,Severely Damaged,200,2,SLIP,32.117649,76.336747,Self Visit,,
5286,Kangra,Excessive Rain,19-09-2025,Khera-i at bhawarna(Bhawarna sub-division),Dehan,Roads,Dehan to Viswa Hindu parishad road,0.5,Village Road,Cement Concrete,,side drain damages and road settled at various location at km 0/0 to 0/500,,200,120,Totally Damaged,10,Totally Damaged,30,,,,,,,Totally Damaged,150,12.5,,32.077029,76.5154134,Self Visit,,
5287,Kangra,Excessive Rain,12-09-2025,Rait(Shahpur sub-division),Tatwani,Roads,Link road to Village Sulwana,2,Village Road,Black Top,,0/840,,70,,Minor Damage,15,Totally Damaged,,,,,,,,Totally Damaged,150,3,,32.144823,76.183209,Self Visit,,
5288,Kangra,Excessive Rain,02-09-2025,Thural-i at thural(Thural sub-division),Bairghatta,Roads,Tikkar balhbhurian road km 0/00 to 4/00,4,Village Road,Black Top,,0/100 to 0/700,,,,,,,,,,,,,,Totally Damaged,200,4.5,,31.890472,76.499939,Self Visit,,
5289,Kangra,Excessive Rain,01-09-2025,Bhali(Sub-division kotla),Bharnoli,Roads,Sihu Bharnoli Road,2.4,Village Road,Black Top,,1/485 to 1/505,,,15,,,Additional B/Wall Required,15,,,,,,,Totally Damaged,15,4.3,"Slips ,Bwall and drain required, valley side slide rwall required",32.207713,76.140774,Self Visit,,
5290,Kangra,Excessive Rain,01-09-2025,Thural-i at thural(Thural sub-division),BAIRGHATTA,Roads,Bandahoo to Bairfhatta road Km 2/300 to 4/885,2.585,Village Road,Black Top,,3/00 to 4/00,,,100,,,,,,,,,,,,,2,,31.89509,76.487476,Self Visit,,
5291,Kangra,Excessive Rain,17-09-2025,Radh(Baroh sub-division),Amtrar,Roads,Lilly aar mundla road ,3,Village Road,Black Top,,1/380 to 1/390,,10,0,,,,,,,,,,,Severely Damaged,,2,Required patch work ,32.084428,76.325445,Self Visit,,
5292,Kangra,Landslide,11-09-2025,Thural-i at thural(Thural sub-division),Bairghatta,Roads,Tikkar balhbhurian road km 0/00 to 4/00,4,Village Road,Black Top,,3/055 to 3/080,,25,42,,,,,,,,,,,,,2.5,,31.883435,76.494248,Self Visit,,
5293,Kangra,Landslide,25-08-2025,Pirsaluhi(Sub-division pragpur),Punani,Roads,Kaloha Shantla road to Sidh Punani road,2,Village Road,Black Top,,1.640 to 1.700,25,60,,,,,,,,,,,,,,15,Required R/WALL,31.719547,76.273226,Self Visit,,
5294,Kangra,Excessive Rain,02-09-2025,Thural-i at thural(Thural sub-division),Bairghatta,Roads,HSTM road km 30/00 to 35/00,5,Major District Road,Black Top,,30/00 to 31/00,,50,150,,,,,,,,,,,,,1,,31.87701,76.491526,Self Visit,,
5295,Kangra,Landslide,01-07-2025,Baldher(Nagrota sub-division),PATIYALKAR SERATHANA AND ROUNKHAR,Roads,KUFRI PATIYALAKAR ROUNKHAR ROAD,5.3,Village Road,Black Top,,3/200 TO 3/400,200,,100,Severely Damaged,30,,,,,,,,,Severely Damaged,350,5.5,"ROAD CRUST, SLIP AND DRAIN DAMAGED",32.129409,76.350415,Self Visit,,
5296,Kangra,Excessive Rain,19-09-2025,Khera-i at bhawarna(Bhawarna sub-division),Punner,Roads,Punner to tadakaswa road,2,Village Road,Black Top,,"	 Slips at various Rds 0/0 to 2/00 and drain  damages and pot holes at various locations 0/0 to 2/0, ,road shoulder damaged at various locations 0/0 to 2/00",,250,500,,,Totally Damaged,10.5,,,,,,,Totally Damaged,450,14.5,,32.0554912,76.517463,Self Visit,,
5297,Kangra,Landslide,30-08-2025,Thural-i at thural(Thural sub-division),BAIRGHATTA,Roads,Bairghatta to sanhoon road Km 0/00 to 7/00,7,Village Road,Black Top,,0/215,,,56,,,,,,,,,,,,,0.5,,31.912327,76.485742,Self Visit,,
5298,Kangra,Excessive Rain,19-08-2025,Khera-i at bhawarna(Bhawarna sub-division),Bari,Roads,Harijen basti to chanjehar,0.81,Village Road,Cement Concrete,,Slips at various Rds 0/0 to 0/700  and Pot holes at various locations 0/0 to 0/700 Road crust damaged 0/200 tob0/300,,350,400,Totally Damaged,25,Totally Damaged,30,,,,,,,Totally Damaged,150,18.5,,32.0350435,76.5047134,Self Visit,,
5299,Kangra,Excessive Rain,19-09-2025,Khera-i at bhawarna(Bhawarna sub-division),Punner,Roads,Link Road to village Patial basti,1,Village Road,Black Top,,"pot holes at various locations 0/0 to 1/000,drain damaged at 0/0 to 1/000 ,road crust damage at Rd 0/300 to 0/500 ,road shoulder damaged at various locations 0/0 to 1/00",,150,100,Minor Damage,15.2,Minor Damage,15,,,,,,,Totally Damaged,,10.5,,32.06593,76.517517,Self Visit,,
5300,Kangra,Excessive Rain,02-09-2025,Thural-i at thural(Thural sub-division),Bairghatta,Roads,Bandahoo to Bairghatta road Km 2/300 to 4/885,2.585,Village Road,Black Top,,4/00 to 4/885,,,150,,,,,,,,,,,,,2,,31.895106,76.487456,Self Visit,,
5301,Kangra,Excessive Rain,26-08-2025,Dheera(Dheera sub-division),Ballah,Roads,Ballah to Ballah road ,3.7,Village Road,Black Top,,"2/300 to 2/700 , 3/250 to 3/750",,400,500,,,,,,,,,,,,,1.5,Slips & Land slide at Various RD,32.060554,76.436936,Self Visit,,
5302,Kangra,Excessive Rain,11-09-2025,Khera-i at bhawarna(Bhawarna sub-division),Bhawarna ,Roads,Bhawarna Khera Alampur road,6,Village Road,Black Top,,"Slips between at various RDs i.e ,1/000 `to 6/000 & Pot holes at various km 0/000 to 6/000,drain damage at various Rd 0/0 to 6/00 ,b/wall at Rd 4.130 to 4.145,4.590 to 4.620",,750,800,,,Totally Damaged,45,,,,,,,Severely Damaged,520,5.6,,32.046146,76.502452,Self Visit,,
5303,Kangra,Excessive Rain,25-08-2025,Radh(Baroh sub-division),Jalot,Roads,Dadkar to Gujrehra,4,Village Road,Black Top,,2/125 to 2/137 ,,12,0,,,,,,,,,,,,,3,Required c.c pavement & removal of slip,32.025923,76.34518,Self Visit,,
5304,Kangra,Excessive Rain,13-08-2025,Pihri(Sub-division khundian),BARI,Roads,SAPRI TO PANHAR,24.8,Major District Road,Black Top,,19060,120,40,80,Additional R/Wall Required,65,,,Severely Damaged,1,,,,,Minor Damage,130,13.1,Retaiing wall required at site.,31.93889,76.398753,Recieved from Others,MTW GOURAV Rana,7018595622
5305,Kangra,Excessive Rain,13-08-2025,Thural(Thural sub-division),Devi,Roads,Devi to Malehar Road,2.5,Village Road,Black Top,,0/610,,100,,Totally Damaged,12,Totally Damaged,15,,,,,,,,,8,,31.98459,76.472351,Self Visit,,
5306,Kangra,Excessive Rain,26-08-2025,Rajhoon(Dheera sub-division),Kahanphat,Roads,Link road to Harizan Basti Dehru,1,Village Road,Black Top,,0/610 to 0/625,25,,,Totally Damaged,25,,,,,,,,,,,5,Land Slide and R/Wall Required,32.010427,76.392788,Self Visit,,
5307,Kangra,Excessive Rain,25-08-2025,Radh(Baroh sub-division),Luhna,Roads,Baroh to luhna,3.5,Village Road,Black Top,,2/000 to 3/00,100,1000,0,,,,,,,,,,,,,5,Required c.c pavement & removal of slip,32.002249,76.319147,Self Visit,,
5308,Kangra,Excessive Rain,06-08-2025,Thural(Thural sub-division),Devi,Roads,HSTM,2,Village Road,Black Top,,46/980,,,,,,,,,,,,,,,,1.5,,31.974554,76.469373,Self Visit,,
5309,Kangra,Landslide,07-04-2025,Nagrota bagwan(Nagrota sub-division),MUMTA AND GHORAB,Roads,MUMTA BHADRED ROAD,1.882,Village Road,Water Bound Macadem,,0.450 TO 0.475,120,100,150,,,,,,,,,,,,,5.5,R/WALL REQUIRED,32.091522,76.372524,Self Visit,,
5310,Kangra,Excessive Rain,26-08-2025,Rajhoon(Dheera sub-division),Kahanphat,Roads,Uscher to Kotha road,2,Village Road,Black Top,,1/610 to 1/640,200,1500,,Totally Damaged,30,,,,,Minor Damaged,1,,,,,12,,32.008554,76.40709,Self Visit,,
5311,Kangra,Excessive Rain,26-08-2025,Radh(Baroh sub-division),Jalot,Roads,Jalot hardu mangrela,3,Village Road,Black Top,,1/385 to 1/415,,30,0,,,,,,,,,,,,,4.5,Required c.c pavement & removal of slip,32.03718,76.356261,Self Visit,,
5312,Kangra,Excessive Rain,18-09-2025,Thural-i at thural(Thural sub-division),Bairghatta,Roads,Bandau to Bairghatta road Km 2/300 to 4/885,2.585,Village Road,Black Top,,4/00 to 4/885,,500,,,,,,,,,,,,Totally Damaged,300,20,,31.895097,76.487488,Self Visit,,
5313,Kangra,Landslide,06-07-2025,Bangolu da ghatta(Thural sub-division),KONA,Roads,Duhak to Garthoon,4.5,Village Road,Black Top,,1/180 to 1/210,,,70,,,,,,,,,,,,,0.8,,31.897116,76.461844,Self Visit,,
5314,Kangra,Excessive Rain,24-06-2025,Radh(Baroh sub-division),Barana,Roads,Lower Jamula road ,1.5,Village Road,Black Top,,0.650 to 0.800,,150,0,Minor Damage,20,,,,,,,,,Minor Damage,50,4,"Removal of slip, Repair of R/Wall & Side drain",32.051108,76.331063,Self Visit,,
5315,Kangra,Excessive Rain,17-09-2025,Khera-i at bhawarna(Bhawarna sub-division),Malnu,Roads,Malnu to malnu,2.4,Village Road,Black Top,,"pot holes at various locations 0/0 to 2/200 and slips & drain blocked at various rds km 0/0 to 2/200 ,road shoulder damaged at various locations 0/0 to 2/200",,500,1100,Totally Damaged,20,Totally Damaged,0,,,,,,,Totally Damaged,350,18.5,"pot holes at various locations 0/0 to 2/200 and slips & drain blocked at various rds km 0/0 to 2/200 ,road shoulder damaged at various locations 0/0 to 2/200",32.0308909,76.5180796,Self Visit,,
5316,Kangra,Excessive Rain,26-09-2025,Rajhoon(Dheera sub-division),Rajhoon Gadiara Gaggal KHoli,Roads,Dadh Malah Masal Rajhoon road 8/000 to 24/000,16,Village Road,Black Top,,12/000 to 12/700 & 23/200 to 23/300,,200,1000,Severely Damaged,18,,,,,,,,,Severely Damaged,,10,,32.029036,76.411998,Self Visit,,
5317,Kangra,Landslide,07-02-2025,Nagrota bagwan(Nagrota sub-division),THARU AND SUNEHAR,Roads,KAISTHWARI SUNEHAR ROAD,4,Village Road,Black Top,,.430 TO 0.550,150,100,100,,,,,,,,,,,Severely Damaged,250,4.5,ROAD CRUST DAMAGED,32.092281,76.338488,Self Visit,,
5318,Kangra,Excessive Rain,01-09-2025,Daroh garh at kedsra(Bhawarna sub-division),,Roads,Link road Kedara Chander Dhati Dramgallu Road Km 0/00 to 6/00,6,Village Road,Black Top,,5..00 to 6.000,,1000,,,,,,,,,,,,Severely Damaged,650,25,,31.5719,76.3008,Self Visit,,
5319,Kangra,Excessive Rain,29-08-2025,Rajhoon(Dheera sub-division),Kahanphat,Roads,Uscher to Kotha road,2,Village Road,Black Top,,1/460 to 1/500,,,40,,,,,,,,,,,,,0.5,Slips,32.007445,76.405688,Self Visit,,
5320,Kangra,Excessive Rain,27-08-2025,Radh(Baroh sub-division),Sakot,Roads,Dehra Arla Gabla Andrar ,4.5,Village Road,Black Top,,0/600 to 0/625,,25,0,,,,,,,,,,,,,2.8,Required B.C & removal of slip,32.085553,76.294072,Self Visit,,
5321,Kangra,Excessive Rain,03-09-2025,Daroh garh at kedsra(Bhawarna sub-division),,Roads,HOLA BAMIYAL CHANDER ROAD,2.3,Village Road,Black Top,,1.800,,50,,Totally Damaged,19,,,,,,,,,,,15,,31.5858,76.2947,Self Visit,,
5322,Kangra,Excessive Rain,01-09-2025,Rajhoon(Dheera sub-division),Chambi,Roads,Chiran to Thirak Via vill Devi Tilla ,10,Village Road,Black Top,,0/000 to 10/000,,250,800,,,,,,,,,,,,,4,,32.027662,76.386871,Self Visit,,
